compass,83,189,2,70
compass,83,189,3,4
compass,83,189,4,21
compass,83,190,10,8
compass,83,190,11,25
compass,83,190,14,54
compass,83,191,0,36
compass,83,191,2,4
compass,83,191,4,15
compass,83,192,4,176
compass,83,192,6,168
compass,83,193,3,5
compass,83,193,12,17
compass,87,230,0,32
compass,87,230,1,49
compass,87,231,3,89
compass,87,236,13,59
compass,89,252,15,34
compass,89,258,2,58
compass,95,430,3,59
compass,95,430,4,12
compass,95,430,5,12
compass,95,431,0,57
compass,95,431,1,12
compass,95,431,4,79
compass,95,433,16,39
compass,95,433,19,13
compass,95,433,20,53
compass,95,434,1,28
compass,95,435,9,60
compass,95,435,10,45
compass,95,435,11,25
compass,95,435,13,45
compass,95,435,15,45
relative velocity,100,508,13,7
relative velocity,100,508,16,20
relative velocity,100,509,4,31
color,100,527,39,41
color,102,561,2,85
color,103,564,0,67
color,103,564,2,31
color,103,564,3,26
color,103,564,4,15
color,103,564,5,98
color,103,567,19,8
color,103,567,22,85
color,107,618,10,4
color,107,618,11,237
color,107,619,4,211
color,107,619,9,9
color,107,619,14,105
color,107,619,16,0
color,107,619,17,26
color,107,619,18,36
color,108,654,26,80
resultant force,87,234,5,96
resultant force,87,239,15,36
resultant force,88,240,13,57
resultant force,89,257,4,37
resultant force,89,257,5,4
resultant force,89,257,7,4
resultant force,89,261,1,407
resultant force,89,261,4,106
resultant force,89,262,18,31
resultant force,89,262,22,42
resultant force,89,263,3,131
resultant force,89,263,4,11
resultant force,89,263,19,18
resultant force,89,266,9,48
resultant force,89,266,13,162
resultant force,89,267,17,74
resultant force,89,268,0,147
resultant force,90,273,7,51
resultant force,90,275,7,56
resultant force,90,275,12,54
resultant force,90,275,18,107
resultant force,90,275,20,43
resultant force,90,275,23,130
resultant force,90,277,6,24
resultant force,90,278,9,5
resultant force,90,278,15,19
resultant force,90,278,17,52
resultant force,90,280,0,111
resultant force,90,280,9,34
resultant force,90,287,0,72
resultant force,90,287,13,54
resultant force,90,288,9,54
resultant force,90,288,10,153
resultant force,90,289,7,54
resultant force,90,289,8,153
resultant force,90,293,21,84
resultant force,90,293,26,94
resultant force,90,293,28,5
resultant force,90,293,29,107
resultant force,90,293,30,175
resultant force,90,294,10,36
resultant force,90,296,0,169
resultant force,90,297,4,6
resultant force,90,310,11,89
resultant force,90,310,14,57
resultant force,90,311,4,10
resultant force,90,311,6,4
resultant force,90,311,7,68
resultant force,90,311,10,256
resultant force,90,326,17,24
resultant force,90,326,20,96
resultant force,90,327,1,29
resultant force,90,327,3,25
resultant force,90,328,13,4
resultant force,90,328,22,51
resultant force,90,328,23,40
resultant force,90,331,8,16
resultant force,90,331,14,6
resultant force,90,332,3,9
resultant force,90,332,15,29
resultant force,90,339,8,2
resultant force,90,339,9,279
resultant force,95,425,7,74
resultant force,100,514,18,45
resultant force,100,516,1,29
resultant force,105,599,12,0
transverse wave,72,122,0,10
transverse wave,72,122,4,14
transverse wave,72,122,8,11
transverse wave,72,122,9,28
transverse wave,73,123,0,15
transverse wave,73,123,11,42
transverse wave,73,123,17,23
transverse wave,73,124,0,11
transverse wave,73,125,0,15
transverse wave,73,126,0,11
transverse wave,74,127,0,15
transverse wave,76,128,0,11
transverse wave,76,128,3,202
transverse wave,77,129,0,15
transverse wave,77,129,6,30
transverse wave,79,130,0,11
transverse wave,79,130,12,5
transverse wave,79,130,24,42
transverse wave,79,130,26,166
transverse wave,79,131,0,15
transverse wave,79,131,6,5
transverse wave,79,132,0,11
transverse wave,79,132,2,8
transverse wave,79,132,3,7
transverse wave,79,132,4,85
transverse wave,79,132,5,188
transverse wave,79,133,0,15
transverse wave,79,134,0,11
transverse wave,79,135,0,15
transverse wave,79,135,3,64
transverse wave,79,135,4,8
transverse wave,79,135,6,51
transverse wave,79,135,7,21
transverse wave,79,135,8,50
transverse wave,81,136,0,11
transverse wave,81,136,2,62
transverse wave,81,137,0,15
transverse wave,81,138,0,11
transverse wave,81,139,0,15
transverse wave,81,140,0,11
transverse wave,81,141,0,15
transverse wave,81,142,0,11
transverse wave,81,143,0,15
transverse wave,81,144,0,11
transverse wave,81,144,3,8
transverse wave,81,144,16,10
transverse wave,81,144,17,10
transverse wave,81,145,0,15
